relative_time_ms,status,latency_ms,error
318,N/A,0,
318,N/A,0,
318,N/A,0,
318,N/A,0,
318,N/A,0,
319,N/A,0,
319,N/A,0,
319,N/A,0,
319,N/A,0,
319,N/A,0,
321,N/A,0,
321,N/A,0,
321,N/A,0,
321,N/A,0,
321,N/A,0,
321,N/A,0,
321,N/A,0,
321,N/A,0,
321,N/A,0,
321,N/A,0,
322,N/A,0,
322,N/A,0,
322,N/A,0,
322,N/A,0,
322,N/A,0,
323,N/A,0,
323,N/A,0,
323,N/A,0,
323,N/A,0,
323,N/A,0,
324,N/A,0,
324,N/A,0,
324,N/A,0,
324,N/A,0,
324,N/A,0,
325,N/A,0,
325,N/A,0,
325,N/A,0,
325,N/A,0,
325,N/A,0,
327,N/A,0,
327,N/A,0,
327,N/A,0,
327,N/A,0,
327,N/A,0,
327,N/A,0,
327,N/A,0,
327,N/A,0,
327,N/A,0,
327,N/A,0,
328,N/A,0,
328,N/A,0,
328,N/A,0,
328,N/A,0,
328,N/A,0,
329,N/A,0,
329,N/A,0,
329,N/A,0,
329,N/A,0,
329,N/A,0,
330,N/A,0,
330,N/A,0,
330,N/A,0,
331,N/A,0,
331,N/A,0,
331,N/A,0,
331,N/A,0,
331,N/A,0,
331,N/A,0,
331,N/A,0,
332,N/A,0,
332,N/A,0,
332,N/A,0,
332,N/A,0,
332,N/A,0,
333,N/A,0,
333,N/A,0,
333,N/A,0,
333,N/A,0,
333,N/A,0,
334,N/A,0,
334,N/A,0,
334,N/A,0,
334,N/A,0,
334,N/A,0,
335,N/A,0,
335,N/A,0,
336,N/A,0,
336,N/A,0,
336,N/A,0,
336,N/A,0,
336,N/A,0,
336,N/A,0,
336,N/A,0,
336,N/A,0,
337,N/A,0,
337,N/A,0,
337,N/A,0,
337,N/A,0,
337,N/A,0,
338,N/A,0,
338,N/A,0,
338,N/A,0,
338,N/A,0,
338,N/A,0,
339,N/A,0,
339,N/A,0,
339,N/A,0,
339,N/A,0,
339,N/A,0,
340,N/A,0,
340,N/A,0,
340,N/A,0,
341,N/A,0,
341,N/A,0,
341,N/A,0,
341,N/A,0,
341,N/A,0,
341,N/A,0,
341,N/A,0,
342,N/A,0,
342,N/A,0,
342,N/A,0,
342,N/A,0,
342,N/A,0,
343,N/A,0,
343,N/A,0,
343,N/A,0,
343,N/A,0,
343,N/A,0,
344,N/A,0,
344,N/A,0,
344,N/A,0,
344,N/A,0,
344,N/A,0,
345,N/A,0,
346,N/A,0,
346,N/A,0,
346,N/A,0,
346,N/A,0,
346,N/A,0,
346,N/A,0,
346,N/A,0,
346,N/A,0,
346,N/A,0,
347,N/A,0,
347,N/A,0,
347,N/A,0,
347,N/A,0,
347,N/A,0,
348,N/A,0,
348,N/A,0,
348,N/A,0,
348,N/A,0,
348,N/A,0,
349,N/A,0,
349,N/A,0,
349,N/A,0,
349,N/A,0,
349,N/A,0,
351,N/A,0,
351,N/A,0,
351,N/A,0,
351,N/A,0,
351,N/A,0,
351,N/A,0,
351,N/A,0,
351,N/A,0,
351,N/A,0,
351,N/A,0,
352,N/A,0,
352,N/A,0,
352,N/A,0,
352,N/A,0,
352,N/A,0,
353,N/A,0,
353,N/A,0,
353,N/A,0,
353,N/A,0,
353,N/A,0,
354,N/A,0,
354,N/A,0,
354,N/A,0,
354,N/A,0,
354,N/A,0,
356,N/A,0,
356,N/A,0,
356,N/A,0,
356,N/A,0,
356,N/A,0,
356,N/A,0,
356,N/A,0,
356,N/A,0,
356,N/A,0,
356,N/A,0,
357,N/A,0,
357,N/A,0,
357,N/A,0,
357,N/A,0,
357,N/A,0,
358,N/A,0,
358,N/A,0,
358,N/A,0,
358,N/A,0,
358,N/A,0,
359,N/A,0,
359,N/A,0,
359,N/A,0,
359,N/A,0,
359,N/A,0,
361,N/A,0,
361,N/A,0,
361,N/A,0,
361,N/A,0,
361,N/A,0,
361,N/A,0,
361,N/A,0,
361,N/A,0,
361,N/A,0,
361,N/A,0,
362,N/A,0,
362,N/A,0,
362,N/A,0,
362,N/A,0,
362,N/A,0,
363,N/A,0,
363,N/A,0,
363,N/A,0,
363,N/A,0,
363,N/A,0,
364,N/A,0,
364,N/A,0,
364,N/A,0,
364,N/A,0,
364,N/A,0,
366,N/A,0,
366,N/A,0,
366,N/A,0,
366,N/A,0,
366,N/A,0,
366,N/A,0,
366,N/A,0,
366,N/A,0,
366,N/A,0,
366,N/A,0,
367,N/A,0,
367,N/A,0,
367,N/A,0,
367,N/A,0,
367,N/A,0,
368,N/A,0,
368,N/A,0,
368,N/A,0,
368,N/A,0,
368,N/A,0,
369,N/A,0,
369,N/A,0,
369,N/A,0,
369,N/A,0,
369,N/A,0,
371,N/A,0,
371,N/A,0,
371,N/A,0,
371,N/A,0,
371,N/A,0,
371,N/A,0,
371,N/A,0,
371,N/A,0,
371,N/A,0,
371,N/A,0,
372,N/A,0,
372,N/A,0,
372,N/A,0,
372,N/A,0,
372,N/A,0,
373,N/A,0,
373,N/A,0,
373,N/A,0,
373,N/A,0,
373,N/A,0,
374,N/A,0,
375,N/A,0,
375,N/A,0,
375,N/A,0,
375,N/A,0,
375,N/A,0,
375,N/A,0,
375,N/A,0,
375,N/A,0,
375,N/A,0,
376,N/A,0,
376,N/A,0,
376,N/A,0,
376,N/A,0,
376,N/A,0,
377,N/A,0,
377,N/A,0,
377,N/A,0,
377,N/A,0,
377,N/A,0,
378,N/A,0,
378,N/A,0,
378,N/A,0,
378,N/A,0,
378,N/A,0,
380,N/A,0,
380,N/A,0,
380,N/A,0,
380,N/A,0,
380,N/A,0,
380,N/A,0,
380,N/A,0,
380,N/A,0,
380,N/A,0,
380,N/A,0,
381,N/A,0,
381,N/A,0,
381,N/A,0,
381,N/A,0,
381,N/A,0,
382,N/A,0,
382,N/A,0,
382,N/A,0,
382,N/A,0,
382,N/A,0,
383,N/A,0,
383,N/A,0,
383,N/A,0,
383,N/A,0,
383,N/A,0,
385,N/A,0,
385,N/A,0,
385,N/A,0,
385,N/A,0,
385,N/A,0,
385,N/A,0,
385,N/A,0,
385,N/A,0,
385,N/A,0,
385,N/A,0,
386,N/A,0,
386,N/A,0,
386,N/A,0,
386,N/A,0,
386,N/A,0,
387,N/A,0,
387,N/A,0,
387,N/A,0,
387,N/A,0,
387,N/A,0,
388,N/A,0,
388,N/A,0,
388,N/A,0,
388,N/A,0,
388,N/A,0,
390,N/A,0,
390,N/A,0,
390,N/A,0,
390,N/A,0,
390,N/A,0,
390,N/A,0,
390,N/A,0,
390,N/A,0,
390,N/A,0,
390,N/A,0,
391,N/A,0,
391,N/A,0,
391,N/A,0,
391,N/A,0,
391,N/A,0,
392,N/A,0,
392,N/A,0,
392,N/A,0,
392,N/A,0,
392,N/A,0,
393,N/A,0,
393,N/A,0,
393,N/A,0,
393,N/A,0,
393,N/A,0,
395,N/A,0,
395,N/A,0,
395,N/A,0,
395,N/A,0,
395,N/A,0,
395,N/A,0,
395,N/A,0,
395,N/A,0,
395,N/A,0,
395,N/A,0,
396,N/A,0,
396,N/A,0,
396,N/A,0,
396,N/A,0,
396,N/A,0,
397,N/A,0,
397,N/A,0,
397,N/A,0,
397,N/A,0,
397,N/A,0,
398,N/A,0,
398,N/A,0,
398,N/A,0,
398,N/A,0,
398,N/A,0,
400,N/A,0,
400,N/A,0,
400,N/A,0,
400,N/A,0,
400,N/A,0,
400,N/A,0,
400,N/A,0,
400,N/A,0,
400,N/A,0,
400,N/A,0,
401,N/A,0,
401,N/A,0,
401,N/A,0,
401,N/A,0,
401,N/A,0,
402,N/A,0,
402,N/A,0,
402,N/A,0,
402,N/A,0,
402,N/A,0,
403,N/A,0,
403,N/A,0,
403,N/A,0,
403,N/A,0,
403,N/A,0,
405,N/A,0,
405,N/A,0,
405,N/A,0,
405,N/A,0,
405,N/A,0,
405,N/A,0,
405,N/A,0,
405,N/A,0,
405,N/A,0,
405,N/A,0,
406,N/A,0,
406,N/A,0,
406,N/A,0,
406,N/A,0,
406,N/A,0,
407,N/A,0,
407,N/A,0,
407,N/A,0,
407,N/A,0,
407,N/A,0,
408,N/A,0,
408,N/A,0,
409,N/A,0,
409,N/A,0,
409,N/A,0,
409,N/A,0,
409,N/A,0,
409,N/A,0,
409,N/A,0,
409,N/A,0,
410,N/A,0,
410,N/A,0,
410,N/A,0,
410,N/A,0,
410,N/A,0,
411,N/A,0,
411,N/A,0,
411,N/A,0,
411,N/A,0,
411,N/A,0,
412,N/A,0,
412,N/A,0,
413,N/A,0,
413,N/A,0,
413,N/A,0,
413,N/A,0,
413,N/A,0,
